entity1,entity2,sentence
gollum,roger,"Mais étant donné que la forteresse fut érigée grâce au pouvoir de l'Anneau Unique, les Hommes et les Elfes ne purent détruire les fondations de Barad-dûr.[4] Étant donné qu'Isildur n'est point parvenu à détruire l'Unique, Sauron parvint à utiliser le peu de pouvoir qu'il lui restait afin de reconstruire la forteresse en 2951 du Troisième Âge sous la régence de Turgon sur le Gondor.[5] Quelques temps avant la fin du Troisième Âge, Gollum fut capturé et amené à Barad-dûr afin d'y être torturé et interroger au sujet de l'Anneau Unique et ce alors qu'il était également recherché par Gandalf et Aragorn pour les même raisons."
gollum,turgon,"Mais étant donné que la forteresse fut érigée grâce au pouvoir de l'Anneau Unique, les Hommes et les Elfes ne purent détruire les fondations de Barad-dûr.[4] Étant donné qu'Isildur n'est point parvenu à détruire l'Unique, Sauron parvint à utiliser le peu de pouvoir qu'il lui restait afin de reconstruire la forteresse en 2951 du Troisième Âge sous la régence de Turgon sur le Gondor.[5] Quelques temps avant la fin du Troisième Âge, Gollum fut capturé et amené à Barad-dûr afin d'y être torturé et interroger au sujet de l'Anneau Unique et ce alors qu'il était également recherché par Gandalf et Aragorn pour les même raisons."
fondations,poids,"En effet, sans l'immense quantité de pouvoir que Sauron avait injecté dans l'Unique, les fondations de la forteresse ne pouvait plus soutenir le poids total de la tour."
fondations,forteresse,"En effet, sans l'immense quantité de pouvoir que Sauron avait injecté dans l'Unique, les fondations de la forteresse ne pouvait plus soutenir le poids total de la tour."
fondations,quantité,"En effet, sans l'immense quantité de pouvoir que Sauron avait injecté dans l'Unique, les fondations de la forteresse ne pouvait plus soutenir le poids total de la tour."
bâton,nature,"En effet, on peut constater que son bâton en métal, symbolisant la victoire de l'industrie sur la nature, s'oppose au bâton de Gandalf qui est en bois."
vallée,forges,"Là, Gandalf constate que Saroumane créé une armée d'Orques et de Wargs et que la belle vallée verdoyante de l'Isengard se remplit de forges."
vallée,isengard,"Là, Gandalf constate que Saroumane créé une armée d'Orques et de Wargs et que la belle vallée verdoyante de l'Isengard se remplit de forges."
vallée,verdoyante,"Là, Gandalf constate que Saroumane créé une armée d'Orques et de Wargs et que la belle vallée verdoyante de l'Isengard se remplit de forges."
isengard,surcroît,"L'isengard ravagée Entretemps, Saroumane planifie son invasion du Rohan : deux batailles ont lieu aux gués de l'Isen, frontière entre l'Isengard et le Rohan, lui permettant de forcer ce point stratégique pour la conquête de ce pays, en éliminant de surcroît Théodred, fils du roi Théoden du Rohan, l'héritier du trône."
isengard,entretemps,"L'isengard ravagée Entretemps, Saroumane planifie son invasion du Rohan : deux batailles ont lieu aux gués de l'Isen, frontière entre l'Isengard et le Rohan, lui permettant de forcer ce point stratégique pour la conquête de ce pays, en éliminant de surcroît Théodred, fils du roi Théoden du Rohan, l'héritier du trône."
isengard,théoden,"L'isengard ravagée Entretemps, Saroumane planifie son invasion du Rohan : deux batailles ont lieu aux gués de l'Isen, frontière entre l'Isengard et le Rohan, lui permettant de forcer ce point stratégique pour la conquête de ce pays, en éliminant de surcroît Théodred, fils du roi Théoden du Rohan, l'héritier du trône."
isengard,invasion,"L'isengard ravagée Entretemps, Saroumane planifie son invasion du Rohan : deux batailles ont lieu aux gués de l'Isen, frontière entre l'Isengard et le Rohan, lui permettant de forcer ce point stratégique pour la conquête de ce pays, en éliminant de surcroît Théodred, fils du roi Théoden du Rohan, l'héritier du trône."
isengard,bataille,"L'isengard ravagée Entretemps, Saroumane planifie son invasion du Rohan : deux batailles ont lieu aux gués de l'Isen, frontière entre l'Isengard et le Rohan, lui permettant de forcer ce point stratégique pour la conquête de ce pays, en éliminant de surcroît Théodred, fils du roi Théoden du Rohan, l'héritier du trône."
armées,forces,"Au Gouffre de Helm, ses armées sont vaincues après une âpre bataille par les forces de Rohan, avec à leur tête Théoden et le maréchal de la Marche Éomer, assistés de trois des membres de la Communauté de l'Anneau venus en Rohan :"
armées,communauté,"Au Gouffre de Helm, ses armées sont vaincues après une âpre bataille par les forces de Rohan, avec à leur tête Théoden et le maréchal de la Marche Éomer, assistés de trois des membres de la Communauté de l'Anneau venus en Rohan :"
armées,théoden,"Au Gouffre de Helm, ses armées sont vaincues après une âpre bataille par les forces de Rohan, avec à leur tête Théoden et le maréchal de la Marche Éomer, assistés de trois des membres de la Communauté de l'Anneau venus en Rohan :"
armées,bataille,"Au Gouffre de Helm, ses armées sont vaincues après une âpre bataille par les forces de Rohan, avec à leur tête Théoden et le maréchal de la Marche Éomer, assistés de trois des membres de la Communauté de l'Anneau venus en Rohan :"
armées,tête,"Au Gouffre de Helm, ses armées sont vaincues après une âpre bataille par les forces de Rohan, avec à leur tête Théoden et le maréchal de la Marche Éomer, assistés de trois des membres de la Communauté de l'Anneau venus en Rohan :"
armées,membres,"Au Gouffre de Helm, ses armées sont vaincues après une âpre bataille par les forces de Rohan, avec à leur tête Théoden et le maréchal de la Marche Éomer, assistés de trois des membres de la Communauté de l'Anneau venus en Rohan :"
armées,vaincues,"Au Gouffre de Helm, ses armées sont vaincues après une âpre bataille par les forces de Rohan, avec à leur tête Théoden et le maréchal de la Marche Éomer, assistés de trois des membres de la Communauté de l'Anneau venus en Rohan :"
vainqueurs,forteresse,"Peu après, les vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse indestructible, seule rescapée de la furie des Ents, qui le maintiennent là sous une garde vigilante."
vainqueurs,furie,"Peu après, les vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse indestructible, seule rescapée de la furie des Ents, qui le maintiennent là sous une garde vigilante."
vainqueurs,garde,"Peu après, les vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse indestructible, seule rescapée de la furie des Ents, qui le maintiennent là sous une garde vigilante."
vainqueurs,bataille,"Peu après, les vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse indestructible, seule rescapée de la furie des Ents, qui le maintiennent là sous une garde vigilante."
vainqueurs,isengard,"Peu après, les vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse indestructible, seule rescapée de la furie des Ents, qui le maintiennent là sous une garde vigilante."
vainqueurs,refuge,"Peu après, les vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse indestructible, seule rescapée de la furie des Ents, qui le maintiennent là sous une garde vigilante."
brigands,arrête,"En effet, leur beau pays est dévasté, des brigands se sont installés là et même des Hobbits tentent de les arrêter."
voix,poignard,"Saroumane poignardé par Gríma Dans un ultime effort, Saroumane, usant du grand pouvoir de persuasion que possède sa voix, tente de rallier à lui le roi Théoden du Rohan, son neveu Éomer, et enfin Gandalf ;"
voix,persuasion,"Saroumane poignardé par Gríma Dans un ultime effort, Saroumane, usant du grand pouvoir de persuasion que possède sa voix, tente de rallier à lui le roi Théoden du Rohan, son neveu Éomer, et enfin Gandalf ;"
voix,théoden,"Saroumane poignardé par Gríma Dans un ultime effort, Saroumane, usant du grand pouvoir de persuasion que possède sa voix, tente de rallier à lui le roi Théoden du Rohan, son neveu Éomer, et enfin Gandalf ;"
voix,interlocuteurs,"mais le mal que Saroumane a commis est bien trop grand pour être oublié ou pardonné, et sa voix a perdu de sa force et n'abuse pas ses interlocuteurs."
théoden,convainc,"Théoden tente de le convaincre de revenir parmi les hommes du Rohan et est prêt à lui pardonner, mais Gríma est humilié par Saroumane qui refuse de le libérer et le frappe violemment."
théoden,frappe,"Théoden tente de le convaincre de revenir parmi les hommes du Rohan et est prêt à lui pardonner, mais Gríma est humilié par Saroumane qui refuse de le libérer et le frappe violemment."
reine,montagnes,Saroumane y est cité : La Reine Marwen est une sorcière ayant voyagé dans les montagnes grises pour se renseigner sur un éventuelle retour de Sauron quelque temps après son retour à Dol-Guldur.
reine,grises,Saroumane y est cité : La Reine Marwen est une sorcière ayant voyagé dans les montagnes grises pour se renseigner sur un éventuelle retour de Sauron quelque temps après son retour à Dol-Guldur.
reine,sorcière,Saroumane y est cité : La Reine Marwen est une sorcière ayant voyagé dans les montagnes grises pour se renseigner sur un éventuelle retour de Sauron quelque temps après son retour à Dol-Guldur.
celebrimbor,reine,Talion et Celebrimbor aident la reine à se libérer de l'emprise du magicien.
celebrimbor,talion,Talion et Celebrimbor aident la reine à se libérer de l'emprise du magicien.
talion,reine,Talion et Celebrimbor aident la reine à se libérer de l'emprise du magicien.
talion,celebrimbor,Talion et Celebrimbor aident la reine à se libérer de l'emprise du magicien.
décision,destin,"Lorsque la décision fut prise de détruire l'Anneau Unique dans les flammes de la Montagne du Destin, Legolas s'est porté volontaire pour représenter les Elfes et pour devenir l'un des membres de la Communauté de l'Anneau qui se lancerait dans la quête de la destruction de l'Anneau, avec Frodon, Sam, Merry, Pippin, Gimli, Boromir, Aragorn et Gandalf, leur guide."
décision,communauté,"Lorsque la décision fut prise de détruire l'Anneau Unique dans les flammes de la Montagne du Destin, Legolas s'est porté volontaire pour représenter les Elfes et pour devenir l'un des membres de la Communauté de l'Anneau qui se lancerait dans la quête de la destruction de l'Anneau, avec Frodon, Sam, Merry, Pippin, Gimli, Boromir, Aragorn et Gandalf, leur guide."
décision,membres,"Lorsque la décision fut prise de détruire l'Anneau Unique dans les flammes de la Montagne du Destin, Legolas s'est porté volontaire pour représenter les Elfes et pour devenir l'un des membres de la Communauté de l'Anneau qui se lancerait dans la quête de la destruction de l'Anneau, avec Frodon, Sam, Merry, Pippin, Gimli, Boromir, Aragorn et Gandalf, leur guide."
communauté,agilité,"Lorsque la Communauté tente de franchir le col de Caradhras, Legolas démontre sa capacité à courir avec agilité sur la neige, laissant derrière lui peu de traces, du fait de sa légèreté et son agilité propre aux Elfes ;"
communauté,traces,"Lorsque la Communauté tente de franchir le col de Caradhras, Legolas démontre sa capacité à courir avec agilité sur la neige, laissant derrière lui peu de traces, du fait de sa légèreté et son agilité propre aux Elfes ;"
communauté,montre,"Lorsque la Communauté tente de franchir le col de Caradhras, Legolas démontre sa capacité à courir avec agilité sur la neige, laissant derrière lui peu de traces, du fait de sa légèreté et son agilité propre aux Elfes ;"
communauté,neige,"Lorsque la Communauté tente de franchir le col de Caradhras, Legolas démontre sa capacité à courir avec agilité sur la neige, laissant derrière lui peu de traces, du fait de sa légèreté et son agilité propre aux Elfes ;"
communauté,caradhras,"Lorsque la Communauté tente de franchir le col de Caradhras, Legolas démontre sa capacité à courir avec agilité sur la neige, laissant derrière lui peu de traces, du fait de sa légèreté et son agilité propre aux Elfes ;"
compagnons,neige,alors que ses compagnons s'enfoncent indéniablement dans la neige.
compagnons,enfonce,alors que ses compagnons s'enfoncent indéniablement dans la neige.
compagnons,indéniablement,alors que ses compagnons s'enfoncent indéniablement dans la neige.
communauté,cause,"En entrant dans la Moria, la Communauté affronte les Gobelins et réveillent le Balrog, cause de la mort de leur guide et mentor :"
communauté,gobelins,"En entrant dans la Moria, la Communauté affronte les Gobelins et réveillent le Balrog, cause de la mort de leur guide et mentor :"
